_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by,uploaded_date
67387c1c45317b996fc3f74f,annotations,,"Àwọn adúróṣinṣin rí èyí, wọ́n sì yọ̀; Àmọ́ gbogbo àwọn aláìṣòdodo pa ẹnu wọn mọ́.",,Bible,text,,The upright see this and rejoice; But all the unrighteous shut their mouths.,,True,Alaran,
67387c1c45317b996fc3f754,annotations,,"Gbé ohùn rẹ sókè tagbáratagbára, Ìwọ obìnrin tó ń mú ìròyìn ayọ̀ wá fún Jerúsálẹ́mù.",,Bible,text,,"Raise your voice with power, You woman bringing good news for Jerusalem.",,True,Alaran,
67387c1c45317b996fc3f73f,annotations,,"Yóò jẹ́ àṣẹ tó máa wà títí lọ, jálẹ̀ àwọn ìran yín.",,Bible,text,,It will be a lasting statute for all your generations.,,True,Alaran,
67387c1c45317b996fc3f751,annotations,,À ń retí ẹ̀yin àti àwọn àlejò yín nígbà míì ní Pápá Ìṣeré Brøndby.,,Bible,text,,We hope to see you and your guests some other time here at Brøndby Stadium.,,True,Alaran,
67387c1c45317b996fc3f76c,annotations,,"Ẹgbẹ́ ajìjàngbara ọmọ ìbílẹ̀ Biafra Indigenous People of Biafra IPOB, tí ó jẹ́ àgbáríjọpọ̀ àwọn ọmọ ìbílẹ̀ ìlà-oòrùn orílẹ̀-èdèe Nàìjíríà tí Nnamdi Kanu jẹ́ olórí, dá kún rògbòdìyàn tí ó ń rọ́ tìtì.",,Bible,text,,"The Indigenous People of Biafra IPOB, which is a coalition of eastern Nigerians headed by Nnamdi Kanu, joined the ongoing conflict.",,True,Alaran,
67387c1c45317b996fc3f76f,annotations,,"Ni fikún un pé, ìrètí ààrẹ Buhari ni láti ríi pé, orúkọ Nàìjííríà gòkè àgbà, kí orílẹ̀-èdè ọ̀hún sì fakọyọ nínú ìdíje náà.",,Bible,text,,"It is the President’s wish, that at the end of our sojourn here, the name of Nigeria will be greater.",,True,Alaran,
67387c1c45317b996fc3f77f,annotations,,"Bí ẹlẹ́rẹ̀kẹ́ régérégé bá ro ẹjọ́ọ tirẹ̀ tán, kó rántí pé ẹlẹ́rẹ̀kẹ́ mẹ́kí á rí rò.",,Bible,text,,"After the person with smooth cheeks has stated his or her case, he or she should remember that the person with blemished cheeks will have something to say.",,True,Alaran,
67387c1c45317b996fc3f788,annotations,,Ọ̀rọ̀ tí ó ń lọ nípa Deng Chuabin: Ní ọjọ́ 20 oṣù Èbìbì ọdún-un 2019: Àwọn ọlọ́pàá àgọ́ọ Peizhi ránṣẹ́ sí bàbáa Deng.,,Bible,text,,The following story about Deng Chuabin: On the 20th of February 2019: The Peizhi camp police sent to Deng's father.,,True,Alaran,
67387c1c45317b996fc3f78d,annotations,,"nígbà tí wọ́n sì wọlé, wọn ò rí òkú Jésù Olúwa.",,Bible,text,,"and when they entered, they did not find the body of the Lord Jesus.",,True,Alaran,
67387c1c45317b996fc3f79a,annotations,,Jèhófà nífẹ̀ẹ́ àwọn ẹnubodè Síónì Ju gbogbo àwọn àgọ́ Jékọ́bù lọ.,,Bible,text,,Jehovah loves the gates of Zion More than all the tents of Jacob.,,True,Alaran,
67387c1c45317b996fc3f7b3,annotations,,Iléeṣẹ́ kékeré kan ṣoṣo ni ó ń kojú Gòláyátì yìí.,,Bible,text,,So you have one small organization with tiny resources fighting this Goliath.,,True,Alaran,
67387c1c45317b996fc3f7be,annotations,,"Ọwọ́ Ọlọ́run Olódùmarè ni ohun gbogbo ti wá sáyé, mímọ̀ọ́nṣe rẹ̀ ni ohun gbogbo fi ń bẹ láyé.",,Bible,text,,"It is in the hands of the Owner-of-heaven Owner-of-the-universe that everything came to earth, it is with His knowledge that things on earth came to be.",,True,Alaran,
67387c1c45317b996fc3f7ca,annotations,,"Ikùn rẹ̀ dà bí eyín erin tó ń dán, tí wọ́n fi òkúta sàfáyà bò.",,Bible,text,,His abdomen is polished ivory covered with sapphires.,,True,Alaran,
67387c1c45317b996fc3f7e0,annotations,,"Bí iṣẹ́ kò pẹ́ ẹni, a kì í pẹ́ iṣẹ́.",,Bible,text,,"If a task does not delay one, one does not drag it out.",,True,Alaran,
67387c1c45317b996fc3f7b5,annotations,,"Níbi tó ti ń ṣe atótónu ọkàn lórí ṣíṣì tí akàròyìn si kókópè, tó pè é ní koko ni ìròyìn ti ń tẹ̀ síwájú.",,Bible,text,,"Where he is focusing on the journalists openness to the subject, he calls it subject and the news is progressing.",,True,Alaran,
67387c1c45317b996fc3f7bc,annotations,,"Dáfídì sì béèrè lọ́wọ́ rẹ̀ pé: Báwo ni ọ̀hún ṣe rí? Jọ̀ọ́, sọ fún mi, Ó dáhùn pé: Àwọn èèyàn ti sá kúrò lójú ogun, ọ̀pọ̀ ló ti ṣubú tí wọ́n sì ti kú.",,Bible,text,,"David asked him: How did things turn out? Please tell me, To this he said: The people have fled from the battle and many have fallen and died.",,True,Alaran,
67387c1c45317b996fc3f7e2,annotations,,Wíwòó tó ìran.,,Bible,text,,Watching is enough for a spectacle.,,True,Alaran,
67387c1c45317b996fc3f7ef,annotations,,"MFM pegedé lápapọ̀ àmì-ayò ìfẹsẹ̀wọnsẹ̀ ọ̀hún, lẹ́yìn tí ikọ̀ ọ̀hún gbá àmì-ayò kọ̀ọ̀kan nínú ìfigagbága àkọ́kọ́ tí ó wáyé lórílẹ̀-èdè Mali, kí wọn ó tó wá gbá àmì-ayò kan sóódo ní pápá ìṣeré Agége.",,Bible,text,,MFM qualified in all the competitions after played one goal in the first competition that came up in mali before playing one goal to nothing at Agege stadium.,,True,Alaran,
67387c1c45317b996fc3f7f1,annotations,,Àṣá ò lè balẹ̀ kó gbéwúrẹ́.,,Bible,text,,The kite cannot swoop down and carry off a goat.,,True,Alaran,
67387c1c45317b996fc3f5eb,annotations,,"Ìtàn Yorùbá bi Àdán ti di Ko ṣeku, kò ṣẹyẹ.",,Bible,text,,"The Yoruba Story of the Bat has become It does not die, it does not fly.",,True,Alaran,
67387c1c45317b996fc3f60d,annotations,,"Ìjọba náà ń bínú sí alákòóso tẹ́lẹ̀-rí ẹ̀ka náà, Zeid Ra'ad Al Hussein tí ó ṣàpèjúwe Nkurunziza ti Burundi gẹ́gẹ́ bí ọkàn lára àwọn apanilẹ́kúnjayé ènìyàn tí ó ń gbèrú sí i láìpẹ́ yìí ní oṣù Èrèlé 2018.",,Bible,text,,"The government is angry with the former head of the department, Zeid Ra'ad Al Hussein, who described Burundi's Nkurunziza as the heart of the recently tyrannical people in April 2018.",,True,Alaran,
67387c1c45317b996fc3f631,annotations,,"Ààrẹ Muhammadu Buhari gbàlejò ife-ẹ̀yẹ ìdíje bọ́ọ̀lù àgbááyé, lẹ́yìn tí ife-ẹ̀yẹ ọ̀hún balẹ̀ sílùú Abuja tí ń ṣe olú-ìlú Nàìjíríà lọ́jọ́ru Wednesday.",,Bible,text,,President Muhammadu Buhari on Wednesday received the FIFA World Cup in Abuja as the world trophy tour made a stop in Nigeria.,,True,Alaran,
67387c1c45317b996fc3f652,annotations,,Rírí tí a rí igún la fi ń ta igún lọ́fà.,,Bible,text,,It is because one sees the vulture that one shoots arrows at it.,,True,Alaran,
67387c1c45317b996fc3f653,annotations,,Lọ sọ fún wọn pé: Ẹ pa dà sínú àwọn àgọ́ yín.,,Bible,text,,Go say to them: Return to your tents.,,True,Alaran,
67387c1c45317b996fc3f655,annotations,,"Diah wá dúpẹ́ lọ́wọ́ àwọn ilé ìgbìmọ̀ asòfin fun ìfọẃọsowọ́pọ̀ wọn lásìkò tó ń darí wọn, ó tún wá rọ̀ wọ́n láti túbọ̀ máa fọwọ́sowọ́pọ̀ pẹ̀lú ìjọba ìpínlẹ̀ náà, ní èyí tí ìtẹ̀síwájú yóò ṣe débá ìpínlẹ̀ náà.",,Bible,text,,Tension had continued to mount over the weekend with alleged plans by Governor Darius Ishaku to mobilise and impeach the speaker following alleged moves by the House to impeach the governor a few weeks ago.,,True,Alaran,
67387c1c45317b996fc3f663,annotations,,"Iṣẹ́ takuntakun lérè, o mọ̀ pé mo mú iṣẹ́ ní ọ̀kúnkúndùn.",,Bible,text,,"Hard work pays, I have always been a hardworking man.",,True,Alaran,
67387c1c45317b996fc3f666,annotations,,"Bí wọ́n ṣe gbẹ́kẹ̀ lé Jèhófà làwa náà gbẹ́kẹ̀ lé e, a sì mọ̀ pé ó máa gbé wa ró.",,Bible,text,,"Along with them, we trust in Jehovah, knowing that he will sustain us.",,True,Alaran,
67387c1c45317b996fc3f667,annotations,,Gbogbo ìgbà ti ènìyàn bá wọṣọ olúmẹ̀yẹ kọ laráyé máa ń fẹ́ kó yẹni.,,Bible,text,,"Every time a person wears the most expensive item in the world, they want to wear it.",,True,Alaran,
67387c1c45317b996fc3f632,annotations,,"Dúró o kíkà; bí o ò dúró kíkà, ìkà a ba tìrẹ jẹ́.",,Bible,text,,"Stop and say hello to the wicked; if you do not say hello to the wicked, the wicked will find problems for you.",,True,Alaran,
67387c1c45317b996fc3f64e,annotations,,"Àmọ́ tó bá ti bẹ̀rẹ̀ sí í pa wọ́n, wọ́n á wá a; Wọ́n á pa dà, wọ́n á sì wá Ọlọ́run.",,Bible,text,,"But as often as he killed them, they would search for him; They would return and look for God.",,True,Alaran,
67387c1c45317b996fc3f654,annotations,,Mo dúpẹ́ lọ́wọ́ Ọlọ́run pé mi ò batisí ìkankan lára yín àfi Kírípọ́sì àti Gáyọ́sì.,,Bible,text,,I thank God that I baptized none of you except Crisʹpus and Gaʹius.,,True,Alaran,
67387c1c45317b996fc3f668,annotations,,"Àti pé bí Mósè ṣe gbé ejò sókè ní aginjù, bẹ́ẹ̀ náà la gbọ́dọ̀ gbé Ọmọ èèyàn sókè.",,Bible,text,,"And just as Moses lifted up the serpent in the wilderness, so the Son of man must be lifted up.",,True,Alaran,
67387c1c45317b996fc3f669,annotations,,"Jóòbù ń bá ọ̀rọ̀ rẹ̀ lọ, ó ní.",,Bible,text,,"Job continued his discourse, saying.",,True,Alaran,
67387c1c45317b996fc3f635,annotations,,"Ààlà Mánásè bẹ̀rẹ̀ láti Áṣérì dé Míkímẹ́tátì, tó dojú kọ Ṣékémù, ààlà náà sì lọ sí apá gúúsù, dé ilẹ̀ àwọn tó ń gbé ní Ẹ́ń-Tápúà.",,Bible,text,,"And the boundary of Ma·nasʹseh was from Ashʹer to Mich·meʹthath, which faces Sheʹchem, and the boundary continued toward the south to the land of the inhabitants of En-Tapʹpu·ah.",,True,Alaran,
67387c1c45317b996fc3f673,annotations,,"Pèlú omíje lójú, Péjú lo kò ọbẹ, wọn sí bẹrẹ sí bẹ ègẹ náà.",,Bible,text,,"With tears in his eyes, Péjú took out his knife, and they began to cut the trap.",,True,Alaran,
67387c1c45317b996fc3f69f,annotations,,"Ohun tí Jèhófà Ọlọ́run àwọn ọmọ ogun sọ nìyí, Yóò ṣẹlẹ̀ pé àwọn èèyàn àti àwọn tó ń gbé ọ̀pọ̀ ìlú yóò wá;.",,Bible,text,,"This is what Jehovah of armies says, It will yet come to pass that peoples and the inhabitants of many cities will come;.",,True,Alaran,
67387c1c45317b996fc3f674,annotations,,Ó ní: Àmì ìrántí yìí dùn mọ́ mi nínú gan-an.,,Bible,text,,He stated: I am very pleased with this plaque.,,True,Alaran,
67387c1c45317b996fc3f679,annotations,,Ẹní bá ríkun nímú ọlọ́jà ní ń fọn ọ́n.,,Bible,text,,Whoever sees mucus in the nose of the king is the one who cleans it.,,True,Alaran,
67387c1c45317b996fc3f6a7,annotations,,"Arákùnrin Bekzat Smagulov tó ń ṣiṣẹ́ ní Ẹ̀ka Tó Ń Bójú Tó Ọ̀ràn Òfin àti Ẹ̀ka Tó Ń Gbéròyìn Jáde ní ọ́fíìsì àwa Ẹlẹ́rìí Jèhófà tó wà ní Kazakhstan sọ pé: Ọ̀pọ̀ èèyàn ló tẹ́wọ́ gba ìkésíni náà láti wá ṣèbẹ̀wò, ìyẹn sì ràn wọ́n lọ́wọ́ láti mọ irú ẹni tá a jẹ́ gan-an.",,Bible,text,,"Brother Bekzat Smagulov, who works with the Legal Department and Public Information Desk at the Kazakhstan branch, comments on the benefits: These open-house events were well-received by our neighbors and helped them gain an accurate picture of who we are.",,True,Alaran,
67387c1c45317b996fc3f66b,annotations,,Wọ́n Dá Àwọn Arákùnrin Wa Sílẹ̀ Lẹ́wọ̀n ní Korea.,,Bible,text,,Korean Brothers Released From Prison.,,True,Alaran,
67387c1c45317b996fc3f670,annotations,,Wọ́n bá a pàdé ní ilẹ̀ Nábótì ará Jésírẹ́lì.,,Bible,text,,They encountered him in the plot of land of Naʹboth the Jezʹre·el·ite.,,True,Alaran,
67387c1c45317b996fc3f68d,annotations,,Jèhófà wá sọ fún Mósè pé.,,Bible,text,,"Jehovah continued to speak to Moses, saying.",,True,Alaran,
67387c1c45317b996fc3f6ab,annotations,,Ara ohun tó sì máa ń yọrí sí ni pé kìí jẹ́ kí wọ́n ríṣẹ́ bọ̀rọ̀.,,Bible,text,,"Starting in 2011, however, some brothers filed complaints with the Constitutional Court because the law provided no option other than imprisonment for their stand of conscience.",,True,Alaran,
67387c1c45317b996fc3f6b7,annotations,,"Kò tán síbè̩ o,- Apá kejì ń bò̩.",,Bible,text,,And it doesn't finish Part 2 is coming.,,True,Alaran,
67387c1c45317b996fc3f6d6,annotations,,Àìmọ́ rẹ̀ wà lára aṣọ rẹ̀.,,Bible,text,,Her uncleanness is in her skirts.,,True,Alaran,
67387c1c45317b996fc3f6d8,annotations,,"Nítorí pé ìṣù búrẹ́dì kan ló wà, àwa, bí a tilẹ̀ pọ̀, a jẹ́ ara kan, torí gbogbo wa ló ń jẹ nínú ìṣù búrẹ́dì kan yẹn.",,Bible,text,,"Because there is one loaf, we, although many, are one body, for we are all partaking of that one loaf.",,True,Alaran,
67387c1c45317b996fc3f6d9,annotations,,A fò jáde kúrò nínú ilé náà dípò iná.,,Bible,text,,We jumped out of the house instead of the fire.,,True,Alaran,
67387c1c45317b996fc3f6da,annotations,,Àwọn aṣojú ti ẹgbẹ́ Elépo náà kún Bọ̀dé Tatalọ̀ lọ́wọ́.,,Bible,text,,Representatives of the Elepo party joined Bode Tatalo.,,True,Alaran,
67387c1c45317b996fc3f6f2,annotations,,"Ẹni tí ara máa ń tù kórìíra àjálù, Ó rò pé àwọn tí ẹsẹ̀ wọn ò múlẹ̀ nìkan ló máa ń dé bá.",,Bible,text,,"The carefree person has contempt for calamity, Thinking it is only for those whose feet are unsteady.",,True,Alaran,
67387c1c45317b996fc3f6fb,annotations,,"Bó tiẹ̀ jẹ́ pé a ò gbọ́ pé iná náà pa ẹnì kankan, àwọn mẹ́rin fara pa, ó sì lé ní ẹgbẹ̀rún méjì (2,000) èèyàn tó ní láti kúrò níbi tí wọ́n ń gbé.",,Bible,text,,"Although there were no reported fatalities, 4 people were injured and more than 2,000 were displaced.",,True,Alaran,
67387c1c45317b996fc3f701,annotations,,"Wọ́n ń rìn tàgétàgé, wọ́n sì ń ta gọ̀ọ́gọ̀ọ́ bí ọ̀mùtí, Gbogbo ọgbọ́n tí wọ́n ní já sí pàbó.",,Bible,text,,"They reel and stagger like a drunken man, And all their skill proves useless.",,True,Alaran,
67387c1c45317b996fc3f706,annotations,,A kì í ṣòwò méjì kẹ́ran má jẹ ọ̀kan.,,Bible,text,,One does not engage in two trades without having one consumed by goats.,,True,Alaran,
67387c1c45317b996fc3f716,annotations,,"Ṣé ọ̀títọ́ pé bàbá mi wálé láti ilé-iṣọ̀pọ̀ àlùrọ tí eruku àlùrọ bòó, ṣé ìyẹn ò lágbára tó.",,Bible,text,,"Was the fact that my dad came home from the metal factory covered in corrosive dust, was that not super.",,True,Alaran,
67387c1c45317b996fc3f700,annotations,,"O tako ìròyìn kan tóní wọn ti ya ilẹ̀ náà sọ́tọ̀ fún ilẹ̀ Ọjà, Kalẹjaye ní irọ́ pátápátá gbáni.",,Bible,text,,Chief Kalejaiye stated that the defence put up by those opposing the project that the land was allocated for market is untrue.,,True,Alaran,
67387c1c45317b996fc3f711,annotations,,"Àìtètèmólè, olèé mólóko.",,Bible,text,,"Because of the delay in apprehending the thief, the thief apprehends the owner of the farm.",,True,Alaran,
67387c1c45317b996fc3f71c,annotations,,"Sọ pé, Ohun tí Jèhófà sọ nìyí: Òkú àwọn èèyàn á dà bí ajílẹ̀ lórí ilẹ̀ Àti bí ìtí ọkà tí olùkórè ṣẹ̀ṣẹ̀ gé sílẹ̀, Tí ẹnì kankan kò ní kó jọ.",,Bible,text,,"Say, This is what Jehovah declares: The dead bodies of people will fall like manure on the surface of the field, Like a row of newly cut grain after the reaper, With no one to gather them up.",,True,Alaran,
67387c1c45317b996fc3f729,annotations,,"Ajá tí kò lè fọhùn ni gbogbo wọn, wọn ò lè gbó.",,Bible,text,,"All of them are speechless dogs, unable to bark.",,True,Alaran,
67387c1c45317b996fc3f727,annotations,,Ẹ̀rù rẹ mú kí ara mi máa gbọ̀n; Mò ń bẹ̀rù àwọn ìdájọ́ rẹ.,,Bible,text,,The dread of you makes my body tremble; I am in fear of your judgments.,,True,Alaran,
67387c1c45317b996fc3f739,annotations,,"Ní Thursday, December 27, Adájọ́ Oleg Golovashko ti Ilé Ẹjọ́ Agbègbè Prohladniy ní Rọ́ṣíà sọ ìpinnu ilé ẹjọ́ lórí ẹ̀sùn tí wọ́n fi kan Arákùnrin Arkadya Akopyan.",,Bible,text,,"Judge Oleg Golovashko of the Prohladniy District Court in Russia announced the verdict in the case against Brother Arkadya Akopyan on Thursday, December.",,True,Alaran,
67387c1c45317b996fc3f741,annotations,,Orin.,,Bible,text,,A melody.,,True,Alaran,
67387c1c45317b996fc3f743,annotations,,"Nígbà tí o bá bẹ̀rẹ̀ sí ní nífẹ̀ẹ́ rẹ̀, tí ò ń bu ọlá á fún-un, tí o sì mọ rírì i rẹ̀ ni yóò tò ó ṣẹ̀ṣẹ̀ padà di ọkọ rere lójú u rẹ̀.",,Bible,text,,"When you begin to show him love, when you give him regards, when you put him in high esteem before he will become a good husband.",,True,Alaran,
67387c1c45317b996fc3f749,annotations,,"Wọ́n mú ọmọ kẹ́tẹ́kẹ́tẹ́ náà wá sọ́dọ̀ Jésù, wọ́n tẹ́ aṣọ àwọ̀lékè wọn sórí rẹ̀, ó sì jókòó sórí rẹ̀.",,Bible,text,,"And they brought the colt to Jesus, and they put their outer garments on it, and he sat on it.",,True,Alaran,
67387c1c45317b996fc3f75f,annotations,,"Àwọn òṣìṣẹ́ Creative Commons nínú oṣù Ọ̀wẹwẹ̀ ọdún 2017, © Creative Commons, CC BY 4.",,Bible,text,,"Creative Commons staff in September 2017, © Creative Commons, CC BY 4.",,True,Alaran,
67387c1c45317b996fc3f734,annotations,,"Tó bá ń sá fún àwọn ohun ìjà irin, Àwọn ọfà tí wọ́n fi ọrun bàbà ta máa gún un.",,Bible,text,,"When he flees from weapons of iron, Arrows from a copper bow will pierce him.",,True,Alaran,
67387c1c45317b996fc3f753,annotations,,Àwọn orúkọ ìdílé wọnyi kò di ẹlẹ́sìn lọ́wọ́ lati ṣe iṣẹ́ rere tàbi dé ọ̀run.,,Bible,text,,These family names do not become religious to do good deeds or reach heaven.,,True,Alaran,
67387c1c45317b996fc3f771,annotations,,"Ikeme dáhùn pé, Inú mí dùn púpọ̀ fún ìfẹ́ ńlá tí àjọ NFF àti ìjọba fi ń hàn mí.",,Bible,text,,"Ikeme said,  I am so overwhelmed by this show of love from the government of Nigeria and NFF.",,True,Alaran,
67387c1c45317b996fc3f77e,annotations,,"Àmọ́ ẹ ò gbà gbọ́, torí ẹ kì í ṣe àgùntàn mi.",,Bible,text,,"But you do not believe, because you are not my sheep.",,True,Alaran,
67387c1c45317b996fc3f79b,annotations,,"Ẹ máa ka àwọn ilé Jerúsálẹ́mù, ẹ sì máa wó àwọn ilé náà láti fi mú kí ògiri náà túbọ̀ lágbára.",,Bible,text,,"You will count the houses of Jerusalem, and you will pull down the houses to reinforce the wall.",,True,Alaran,
67387c1c45317b996fc3f7a9,annotations,,Ẹ máa dán ara yín wò bóyá ẹ wà nínú ìgbàgbọ́; ẹ máa wádìí ohun tí ẹ̀yin fúnra yín jẹ́.,,Bible,text,,Keep testing whether you are in the faith; keep proving what you yourselves are.,,True,Alaran,
67387c1c45317b996fc3f7ac,annotations,,"Wọ́n ké jáde pé: Olúwa Ọba Aláṣẹ, ẹni mímọ́ àti olóòótọ́, títí di ìgbà wo lo fi máa dúró kí o tó ṣe ìdájọ́, kí o sì gbẹ̀san ẹ̀jẹ̀ wa lára àwọn tó ń gbé ayé.",,Bible,text,,"They shouted with a loud voice, saying: Until when, Sovereign Lord, holy and true, are you refraining from judging and avenging our blood on those who dwell on the earth.",,True,Alaran,
67387c1c45317b996fc3f7d9,annotations,,"Ní September 2, 2019, Ilé Ẹjọ́ Àgbègbè Zheleznodorozhniy ní ìlú Khabarovsk lórílẹ̀-èdè Rọ́ṣíà dájọ́ pé kí Arákùnrin Valeriy Moskalenko lọ ṣe iṣẹ́ àṣesìnlú fún ọdún méjì àti oṣù méjì.",,Bible,text,,"On September 2, 2019, the Zheleznodorozhniy District Court of Khabarovsk, Russia, sentenced Brother Valeriy Moskalenko to two years and two months of community service and another six months of probation.",,True,Alaran,
67387c1c45317b996fc3f7e1,annotations,,"Ẹ̀dà Bíbélì ìpilẹ̀ṣẹ̀ Christian III ti ọdún 1550 Erik Jørgensen tó wà ní ẹ̀ka ọ́fíìsì orílẹ̀-èdè Scandinavia sọ pé: Ibi tuntun tí wọ́n ń kó onírúurú Bíbélì sí yìí ti jẹ́ ka rí i pé láti ọ̀pọ̀ ọdún sẹ́yìn làwọn ará Scandinavia ti ní ìfẹ́ tó jinlẹ̀ fún Ọrọ̀ Ọlọ́run àti orúkọ rẹ̀ tí kò lẹ́gbẹ́, ìyẹn Jèhófà.",,Bible,text,,"An original copy of the 1550 Christian III Bible Erik Jørgensen from the Scandinavia branch office comments: This new Bible museum demonstrates the deep respect that has existed for centuries in Scandinavia for both God’s Word and his majestic name, Jehovah.",,True,Alaran,
67387c1c45317b996fc3f7ad,annotations,,"Bí Jésù ṣe gbọ́ ọ̀rọ̀ yìí, ó sọ fún wọn pé: Àwọn tó lókun ò nílò oníṣègùn, àmọ́ àwọn tó ń ṣàìsàn nílò rẹ̀.",,Bible,text,,"On hearing this, Jesus said to them: Those who are strong do not need a physician, but those who are ill do.",,True,Alaran,
67387c1c45317b996fc3f7b8,annotations,,"Ní àkókò yẹn kan náà, Ásà bẹ̀rẹ̀ sí í fìyà jẹ àwọn kan lára àwọn èèyàn náà.",,Bible,text,,And Aʹsa began to mistreat others among the people at that same time.,,True,Alaran,
67387c1c45317b996fc3f7cd,annotations,,"Nígbà tí a sì ti ní àwọn ẹ̀bùn tó yàtọ̀ síra nípasẹ̀ inú rere àìlẹ́tọ̀ọ́sí tí a fún wa, tó bá jẹ́ ti àsọtẹ́lẹ̀ ni, ẹ jẹ́ ká máa sọ tẹ́lẹ̀ bí ìgbàgbọ́ wa ṣe tó;.",,Bible,text,,"Since, then, we have gifts that differ according to the undeserved kindness given to us, if it is of prophecy, let us prophesy in proportion to our faith;.",,True,Alaran,
67387c1c45317b996fc3f7d0,annotations,,"Àmọ́, ọkàn wọn ò sọ fún wọn pé màá rántí gbogbo ìwà ìkà wọn.",,Bible,text,,But they do not say in their heart that I will remember all their wickedness.,,True,Alaran,
67387c1c45317b996fc3f7dd,annotations,,Ọ̀gá ọlọ́ọ̀pá gbóṣùbà ràbàndẹ̀ fún olùtónisónà rẹ̀ fún iṣẹ́ ribiribi ó sì tẹ̀síwájú pé ohun náà lófa ti àṣeyọrí àwọn ọlọ́ọ̀pá olùgbanisílẹ̀ tí wọn rí àwọn ọ̀daràn mú pẹ̀lú àwọn oun ìjà tí wọn rígbà.,,Bible,text,,"The Police boss commended his mentor for a good job, and maintained that the mind boggling arrests and arms recoveries were a testament to the efficiency of the rescue team.",,True,Alaran,
67387c1c45317b996fc3f7e4,annotations,,Owó ò bá olè gbé.,,Bible,text,,Money does not live with a thief.,,True,Alaran,
67387c1c45317b996fc3f7e6,annotations,,Jẹ́ kí n fìdí hẹ́ ẹ ẹ́ gbàjòkó; àfòmọ́ di onílé.,,Bible,text,,Permit me to perch by you takes the whole seat; the parasite becomes the host.,,True,Alaran,
67387c1c45317b996fc3f7af,annotations,,"Nígbà tó gbójú sókè, ó rí àwọn ràkúnmí tó ń bọ̀.",,Bible,text,,"When he looked up, why, he saw that camels were coming.",,True,Alaran,
67387c1c45317b996fc3f7ee,annotations,,Ọbẹ ṣìlòó ń báni ṣeré a ní kò mú; bí eré bí eré ó ń pani lọ́wọ́.,,Bible,text,,The ṣìlò knife is playing with one and one says it is not sharp; just as in play it slashes one's hand.,,True,Alaran,
67387c1c45317b996fc3f7ce,annotations,,"Ó kọ lu àjàrà wọn àti igi ọ̀pọ̀tọ́ wọn, Ó sì ṣẹ́ àwọn igi tó wà ní ilẹ̀ wọn sí wẹ́wẹ́.",,Bible,text,,He struck their vines and their fig trees And shattered the trees of their territory.,,True,Alaran,
67387c1c45317b996fc3f5fa,annotations,,Ẹ fún Jèhófà ní ògo tí ó yẹ orúkọ rẹ̀.,,Bible,text,,Give Jehovah the glory due his name.,,True,Alaran,
67387c1c45317b996fc3f5fb,annotations,,"Mósè wá pe gbogbo ọmọ Ísírẹ́lì jọ, ó sì sọ fún wọn pé: Ẹ̀yin ọmọ Ísírẹ́lì, ẹ gbọ́ àwọn ìlànà àti àwọn ìdájọ́ tí mò ń kéde fún yín lónìí, kí ẹ mọ̀ wọ́n, kí ẹ sì rí i pé ẹ̀ ń pa wọ́n mọ́.",,Bible,text,,"Moses then summoned all Israel and said to them: Hear, O Israel, the regulations and the judicial decisions that I am announcing to you today, and you must learn them and carefully observe them.",,True,Alaran,
67387c1c45317b996fc3f604,annotations,,Oko etílé ladìẹ́ lè ro.,,Bible,text,,The chicken is good at cultivating only the soil close by the home.,,True,Alaran,
67387c1c45317b996fc3f60b,annotations,,"Èyí ò ní jẹ́ kí o ta ẹ̀jẹ̀ ẹni tí kò jẹ̀bi sílẹ̀ ní ilẹ̀ tí Jèhófà Ọlọ́run rẹ máa fún ọ pé kí o jogún, o ò sì ní jẹ̀bi ẹ̀jẹ̀ kankan.",,Bible,text,,"In this way no innocent blood will be spilled in your land that Jehovah your God is giving you as an inheritance, and no bloodguilt will come upon you.",,True,Alaran,
67387c1c45317b996fc3f623,annotations,,"Àwọn tó ń kọjá àyè wọn ti fi irọ́ yí mi lára, Àmọ́ mò ń fi gbogbo ọkàn mi pa àwọn àṣẹ rẹ mọ́.",,Bible,text,,"The presumptuous smear me with lies, But I observe your orders with all my heart.",,True,Alaran,
67387c1c45317b996fc3f627,annotations,,A mọ̀ pé Òfin dáa tí èèyàn bá tẹ̀ lé e bó ṣe yẹ.,,Bible,text,,Now we know that the Law is fine if one applies it properly.,,True,Alaran,
67387c1c45317b996fc3f622,annotations,,Thai So atí  Isan ní àríwá-ìwọ̀-oòrùn Thailand;.,,Bible,text,,Thai So and Isan in north-west Thailand;.,,True,Alaran,
67387c1c45317b996fc3f625,annotations,,"Ìròyìn tá a gbọ́ láti ẹ̀ka ọ́fíìsì wa ní Amẹ́ríkà fi hàn pé, ó ṣeni láàánú pé arábìnrin wa kan tó ń jẹ́, LaQuita Brown, wà lára àwọn tó kù nínú ìṣẹ̀lẹ̀ burúkú yìí.",,Bible,text,,"The United States branch reports that sadly, one of our sisters, LaQuita Brown, was among those killed in this attack.",,True,Alaran,
67387c1c45317b996fc3f63a,annotations,,"Ìwọ ni olùrànlọ́wọ́ mi àti olùgbàlà mi; Jèhófà, má ṣe jẹ́ kó pẹ́.",,Bible,text,,"You are my helper and my rescuer; O Jehovah, do not delay.",,True,Alaran,
