_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by
67387c1c45317b996fc3ee70,annotations,,"Ẹ̀jẹ̀ rẹ̀ wà lórí òun fúnra rẹ̀, torí ó ti ṣépè fún bàbá tàbí ìyá rẹ̀.",,Bible,text,,"Since he has cursed his father or his mother, his own blood is upon him.",,True,Alaran
67387c1c45317b996fc3eea0,annotations,,A kì í sin àlè kọjá odò; ohun tí ńṣe ọṣẹ́ ò tó nǹkan.,,Bible,text,,One does not walk one's secret lover across a river; the causes of huge disasters are usually insignificant in themselves.,,True,Alaran
67387c1c45317b996fc3ee6a,annotations,,"O mọ̀ pé gbogbo èèyàn ní ìpínlẹ̀ Éṣíà ti pa mí tì, títí kan Fíjẹ́lọ́sì àti Hẹmojẹ́nísì.",,Bible,text,,"You know this, that all the men in the province of Asia have turned away from me, including Phy·gelʹus and Her·mogʹe·nes.",,True,Alaran
67387c1c45317b996fc3ee4a,annotations,,Wọ́n máa kó àwọn èrò náà lọ.,,Bible,text,,And the crowd will be carried away.,,True,Alaran
67387c1c45317b996fc3ee68,annotations,,Antonio Conte gbóríyìn fún Victor Moses.,,Bible,text,,Antonio Conte commended Victor Moses.,,True,Alaran
67387c1c45317b996fc3ee83,annotations,,"Àwọn ọlọ́run tí wọ́n fi igi àti òkúta ṣe lẹ máa sìn níbẹ̀, èyí tí àwọn èèyàn fi ọwọ́ ṣe, àwọn ọlọ́run tí kò lè ríran, tí kò lè gbọ́ràn, tí kò lè jẹun, tí kò sì lè gbóòórùn.",,Bible,text,,"There you will have to serve gods of wood and stone made by human hands, gods that cannot see or hear or eat or smell.",,True,Alaran
67387c1c45317b996fc3eeb3,annotations,,Fífi òfin de àwọn ọlọ́kadà àti kẹ́kẹ́ ẹlẹ́sẹ̀ mẹ́ta ní ìjọba ti ṣe àpèjúwe bí ojúnà ìdábò bò ará ìlú Eko áti dúkìá wọn.,,Bible,text,,"The ban on Okada and Tricycle should be seen as a measure by Lagos State Government to address prevailing security challenges in the state, as it was done to protect life and properties of Lagosians.",,True,Alaran
67387c1c45317b996fc3eeba,annotations,,"E tò ẹ̀kọ́ gbọdọ̀ lè rí i pé ẹ̀mí; ìgbọ́ra‐ẹni‐yé, ìbágbépọ̀ àlàáfíà, àti ìfẹ́ ọ̀rẹ́‐sí‐ọ̀rẹ́ wà láàrin orílẹ̀‐èdè, láàrin ẹ̀yà kan sí òmíràn àti láàrin ẹlẹ́sìn kan sí òmíràn, etò‐ẹ̀kọ́ sì gbọdọ̀ kún àwọn akitiyan Àjọ‐ìsọ̀kan orílẹ̀‐èdè àgbáyé lọ́wọ́ láti rí i pé àlàáfíà fìdí múlẹ̀.",,Bible,text,,"It shall promote understanding, tolerance and friendship among all nations, racial or religious groups, and shall further the activities of the United Nations for the maintenance of peace.",,True,Alaran
67387c1c45317b996fc3eebf,annotations,,"kíá, pọ̀jù ti mú asọ funfun, ó nà án wàà, ó ṣẹ́ etí rẹ̀ lọ́nà mẹ́rin.",,Bible,text,,"Immediately, he took a white cloth, stretched it, and broke his ears in four ways.",,True,Alaran
67387c1c45317b996fc3eed5,annotations,,Mo sọ fún ẹ pé kí o pè mi tí ó bá ti fẹ́ ma lọ.,,Bible,text,,I told you that when she's ready to leave you should  call me.,,True,Alaran
67387c1c45317b996fc3eedf,annotations,,Ẹní bá mọ ayéé jẹ kì í jà.,,Bible,text,,Whoever knows how to enjoy life does not enter into a fight.,,True,Alaran
67387c1c45317b996fc3eee3,annotations,,A lo ààla-ilẹ̀ láti ṣe àròpọ̀ àdírẹ́sì àfojúrí wọn.,,Bible,text,,We used landmarks to approximate their physical addresses.,,True,Alaran
67387c1c45317b996fc3eee5,annotations,,Ọjọ́ tí a dóko là ń jìjà ilẹ̀.,,Bible,text,,The day one gets to the farm is the day one fights over boundaries.,,True,Alaran
67387c1c45317b996fc3eee2,annotations,,"Ẹ gbà á gbọ́ tàbí bẹ́ẹ̀ kọ́, àwọn kan nínú wa máa ń móríbọ́.",,Bible,text,,"Believe it or not, some of us do survive.",,True,Alaran
67387c1c45317b996fc3eefb,annotations,,"Ó-dà ni ọmọ ṣe dé ẹ̀gbẹ́, ẹ̀gbẹ́ kì í ṣe ilé ọmọ.",,Bible,text,,"Its okay for a child to come to the side, the side is not the childs home.",,True,Alaran
67387c1c45317b996fc3ef09,annotations,,"Kò fàyè gba agbára òkùnkùn èyíkéyìí láti bá Jékọ́bù jà, Kò sì gbà kí wàhálà kankan dé bá Ísírẹ́lì.",,Bible,text,,"He does not tolerate any magical power against Jacob, And he does not allow any trouble against Israel.",,True,Alaran
67387c1c45317b996fc3ef0f,annotations,,Ọba wá béèrè pé: Ọlá àti iyì wo la ti fún Módékáì nítorí ohun tó ṣe yìí? Àwọn ẹmẹ̀wà ọba sọ pé: A kò tíì ṣe nǹkan kan fún un.,,Bible,text,,The king asked: What honor and recognition has been given to Morʹde·cai for this? To this the kings personal attendants said: Nothing has been done for him.,,True,Alaran
67387c1c45317b996fc3ef10,annotations,,"Màá dá wọn pa dà, Torí èmi yóò ṣàánú wọn; Wọn yóò sì dà bí ẹni tí mi ò ta nù rí; Torí èmi ni Jèhófà Ọlọ́run wọn, màá sì dá wọn lóhùn.",,Bible,text,,"I will restore them, For I will show them mercy; And they will be as though I had never cast them off; For I am Jehovah their God, and I will answer them.",,True,Alaran
67387c1c45317b996fc3ef1c,annotations,,"Adelé àjọ EFCC, ọ̀gbẹ́ni Ibrahim Magu sọ̀rọ̀ yìí lọ́jọ́ Ìṣẹ́gun nílùú Ìlọrin, ní ìpínlẹ̀ Kwara pẹ̀lú àwọn akọ̀ròyìn.",,Bible,text,,"The EFCC chairman, Mr Ibrahim Magu disclosed this on Tuesday in Ilorin, the Kwara state capital during a brief chat with newsmen.",,True,Alaran
67387c1c45317b996fc3ef27,annotations,,"ìyẹn, àgọ́ ìjọsìn pẹ̀lú àgọ́ rẹ̀ àti ìbòrí rẹ̀, àwọn ìkọ́ àti àwọn férémù rẹ̀, àwọn ọ̀pá gbọọrọ rẹ̀, àwọn òpó rẹ̀ àti àwọn ìtẹ́lẹ̀ oníhò rẹ̀;.",,Bible,text,,"namely, the tabernacle with its tent and its covering, its clasps and its panel frames, its bars, its pillars, and its socket pedestals;.",,True,Alaran
67387c1c45317b996fc3ef2c,annotations,,"Torí náà, a pa àṣẹ ti tẹ́lẹ̀ tì torí pé kò lágbára, kò sì gbéṣẹ́ mọ́.",,Bible,text,,"So, then, the former commandment is set aside because it is weak and ineffective.",,True,Alaran
67387c1c45317b996fc3ef2e,annotations,,Ṣé ẹ ò mọ̀ pé ẹ̀yin fúnra yín ni tẹ́ńpìlì Ọlọ́run àti pé ẹ̀mí Ọlọ́run ń gbé inú yín.,,Bible,text,,Do you not know that you yourselves are Gods temple and that the spirit of God dwells in you.,,True,Alaran
67387c1c45317b996fc3ef33,annotations,,Igbá olóore kì í fọ́; àwo olóore kì í fàya; towó tọmọ ní ń ya ilé olóore.,,Bible,text,,The calabash of a kind-heated person never breaks; the china plate of a kind-hearted person never cracks; both riches and children ever converge in the home of a kind-hearted person.,,True,Alaran
67387c1c45317b996fc3ef3e,annotations,,"Ó tún sọ pé ilé ìgbìmọ̀ asòfin tètè se isẹ́ lórí ètò ìsúná ọdún 2020, tí ààrẹ Buhari gbé wá síwájú wọn, kí o lè bá ìgbà àti àkókò January and December tí orílẹ̀ èdè Nàíjíríà máa ṣètò lórí ìṣúná ọdọọdún wọn.",,Bible,text,,He further explained that the Senate gave expeditious passage to the 2020 budget in order to return the nations budget circle to the desirable January and December period for adequate planning and implementation.,,True,Alaran
67387c1c45317b996fc3ef49,annotations,,Ọ̀lẹ́ mọ èèwọ̀ ìjà: ó ní bàbá òún ní kóun má jà lọ́nà oko.,,Bible,text,,The coward knows the preventive for fighting: he says his father has ordered him not to fight on the way to the farm.,,True,Alaran
67387c1c45317b996fc3ef6d,annotations,,Mo ti bọ́ aṣọ mi.,,Bible,text,,I have taken off my robe.,,True,Alaran
67387c1c45317b996fc3ef92,annotations,,"Kí ẹni tó ń jẹ má fojú àbùkù wo ẹni tí kò jẹ, kí ẹni tí kò jẹ má sì dá ẹni tó ń jẹ lẹ́jọ́, nítorí Ọlọ́run ti tẹ́wọ́ gba onítọ̀hún.",,Bible,text,,"Let the one eating not look down on the one not eating, and let the one not eating not judge the one eating, for God has welcomed him.",,True,Alaran
67387c1c45317b996fc3ef99,annotations,,"Tí a bá wo àwọn orílẹ̀-èdè tí wọ́n sẹ̀sẹ̀ bẹ̀rẹ̀ sì ní máa gbérí níwọ̀n ọgbọ́n ọdún sẹ́yìn a ri wí pé púpọ̀ nínú wọn ni wọn fi èdè abínibí kọ́ àwọn akẹ́kọ̀ọ́ wọ́n, kòsí iṣẹ́ìwádìí kan tí wọ́n se tí wọ́n kò kọ ní èdè wọn bí ó tilẹ̀ jẹ́ wí pé èdè gẹ̀ẹ́sì ni wọ́n gbà fi se ìwádìí náà.",,Bible,text,,"If we look at the countries that started to develop in the last 30 years, we see that many of them teach their students in their native language, there is not a single study that they did that they did not write in their language, even though the research was conducted in English.",,True,Alaran
67387c1c45317b996fc3ef9e,annotations,,"Jẹ́ kí n mọ ọ̀nà tó yẹ kí n máa rìn, Nítorí ìwọ ni mo yíjú sí.",,Bible,text,,"Make known to me the way I should walk, For to you I turn.",,True,Alaran
67387c1c45317b996fc3efa4,annotations,,Àṣẹ tí wọ́n á máa pa mọ́ títí láé jálẹ̀ àwọn ìran wọn ni.,,Bible,text,,It is a permanent statute for their generations.,,True,Alaran
67387c1c45317b996fc3efab,annotations,,"Akẹ́kọ̀ọ́ mọ́kànlá ni wọ́n fẹ̀sùn ìtàbùkù bá adarí ìlú àti ìhàlẹ̀ mọ́ ààbò ìlú kàn, bí ó tilẹ̀ jẹ́ pé wọ́n padà dá wọn sílẹ̀.",,Bible,text,,"Eleven students were accused of insulting the city leader and threatening the security of the city, although they were released.",,True,Alaran
67387c1c45317b996fc3efcb,annotations,,"Moghalu jẹ́ onímọ̀ nínú ìdókòwò àgbáyé àti òfin gbogbo ènìyàn ní ilé ìwé Òfin àti Ọgbọ́n Fletcher ní Ifásitì Tufts ní Massachusetts, USA.",,Bible,text,,"Moghalu is an expert in international investment and public law at the Fletcher School of Law and Wisdom at Tufts University in Massachusetts, USA.",,True,Alaran
67387c1c45317b996fc3efd9,annotations,,"Tí ọkàn mi wá ń dọ́gbọ́n fà sí wọn, Tí mo sì fẹnu ko ọwọ́ mi láti jọ́sìn wọn;.",,Bible,text,,"And my heart was secretly enticed, And my mouth kissed my hand in worship of them;.",,True,Alaran
67387c1c45317b996fc3efe3,annotations,,"Òun ló máa di orí, ìwọ á sì di ìrù.",,Bible,text,,"He will become the head, while you yourself will become the tail.",,True,Alaran
67387c1c45317b996fc3efe9,annotations,,"Torí náà, ó lọ fi ohun tí ọmọbìnrin ará Ísírẹ́lì náà sọ tó olúwa rẹ̀ létí.",,Bible,text,,"So he went and reported to his lord, telling him what the girl from Israel had said.",,True,Alaran
67387c1c45317b996fc3f00f,annotations,,Mi ò ní fi ọ́ sílẹ̀ títí màá fi ṣe ohun tí mo ṣèlérí fún ọ.,,Bible,text,,I will not leave you until I have done what I have promised you.,,True,Alaran
67387c1c45317b996fc3f02c,annotations,,Ẹ̀wẹ̀wẹ̀ ni à ń ṣe àròjinlẹ̀ nípa àwọn ọ̀nà tí yóò mú gbogbo àwọn ohun èlò àmúṣẹ́ṣe àti ohun-èlò tí ó bófin mu CC báramu fún ibùdó ìtàkùn òde òní.,,Bible,text,,We are also thinking about ways to better adapt all of CC’s legal and technical tools for today’s web.,,True,Alaran
67387c1c45317b996fc3f02e,annotations,,olùdarí.,,Bible,text,,the director.,,True,Alaran
67387c1c45317b996fc3f031,annotations,,Ogun kì í jà kó wọlé Asẹ́yín.,,Bible,text,,War does not rage and destroy the home of the Asẹ́yìn.,,True,Alaran
67387c1c45317b996fc3f044,annotations,,"Jèhófà wá kàn sí Báláámù, ó sì fi ọ̀rọ̀ yìí sí i lẹ́nu pé: Pa dà sọ́dọ̀ Bálákì, ohun tí wàá sì sọ nìyí.",,Bible,text,,"And Jehovah got in touch with Baʹlaam and put this word in his mouth: Return to Baʹlak, and this is what you are to say.",,True,Alaran
67387c1c45317b996fc3f05c,annotations,,Ọjọ́ a bá kọ́ ọ̀lẹ là ń kọ́ inú rírọ́.,,Bible,text,,The day one learns laziness is the day one should learn how to endure a painfully empty stomach.,,True,Alaran
67387c1c45317b996fc3f05f,annotations,,Òkèlè gbò-ǹ-gbò-ó fẹ ọmọ lójú toto.,,Bible,text,,A huge morsel forces the child's eyes wide open.,,True,Alaran
67387c1c45317b996fc3f074,annotations,,"Ann Chiejine, akọ́nimọ̀ọ́gbá tí ó dára jùlọ Coach of the Year Women,  tí agbábọ́ọ̀lù ikọ̀ MFM FC, Sikiru Ọlátúnbọ̀sún gba àmì-ẹ̀yẹ àmì ayò tí ó dára jùlọ.",,Bible,text,,"Ann Chiejine won the Coach of the Year Women award, while MFM FCs midfielder Sikiru Olatunbosun took the Goal of the Year award.",,True,Alaran
67387c1c45317b996fc3f07a,annotations,,Àmọ́ àwọn yìí ò lè mú kí ẹni tó ń ṣe iṣẹ́ ìsìn mímọ́ ní ẹ̀rí ọkàn tó mọ́ pátápátá.,,Bible,text,,"However, these are not able to make the conscience of the man doing sacred service perfect.",,True,Alaran
67387c1c45317b996fc3f082,annotations,,Àrókanlẹ̀ laṣọ ayaba; àwàkanlẹ̀ ni ti yàrà.,,Bible,text,,"Wrapping-from-waist-to-the-floor is the style of the queen's wrapper; digging-down-to-the-deepest-bottom is the requirement of yàrà, the dry moat.",,True,Alaran
67387c1c45317b996fc3f089,annotations,,Fún àwọn eré ìdárayá mìíràn ní èdè Gẹ̀ẹ́sì kan síi.,,Bible,text,,For other games in English language.,,True,Alaran
67387c1c45317b996fc3f090,annotations,,káwa náà ri tiwa ṣe.,,Bible,text,,lets see what we do.,,True,Alaran
67387c1c45317b996fc3f098,annotations,,O sọ ọ́ di ẹni ìbùkún títí láé; O mú kí ó máa yọ̀ ṣẹ̀ṣẹ̀ nítorí o wà pẹ̀lú rẹ̀.,,Bible,text,,You make him blessed forever; You make him glad with the joy of your presence.,,True,Alaran
67387c1c45317b996fc3f0aa,annotations,,Ohun tí Jèhófà sọ nìyí: Kí ọlọ́gbọ́n má ṣe yangàn nítorí ọgbọ́n rẹ̀; Kí alágbára má ṣe yangàn nítorí agbára rẹ̀; Kí ọlọ́rọ̀ má sì yangàn nítorí ọrọ̀ rẹ̀.,,Bible,text,,This is what Jehovah says: Let not the wise man boast about his wisdom; Let not the mighty man boast about his mightiness; And let not the rich man boast about his riches.,,True,Alaran
67387c1c45317b996fc3f0b6,annotations,,"Akọ́nimọ̀ọ́gbá àgbà ikọ̀ Super Eagles, Gernot Rohr ti ṣe àtúnṣe si ikọ̀ tí ó fàgbà hàn ikọ̀ agbábọ́ọ̀lù Poland, léyìn tí ó rọ́pò agbábọ́ọ̀lù mẹ́rin lára ikọ̀ tí yóò kojú orílẹ̀-èdè Serbia.",,Bible,text,,Super Eagles manager Gernot Rohr has made four changes to the starting line up that defeated Poland 1-0 in today’s line up for the friendly game against Serbia.,,True,Alaran
67387c1c45317b996fc3f0be,annotations,,"Yìnyín mú kó ṣókùnkùn, Yìnyín tó sì ń yọ́ fara pa mọ́ sínú wọn.",,Bible,text,,"They are darkened by ice, And in them the melting snow is hidden.",,True,Alaran
67387c1c45317b996fc3f0c6,annotations,,Torí náà ilẹ̀kùn tuntun ló ṣí sílẹ̀ láti ìwàásù láwọn ibi tuntun àti lọ́nà tuntun.,,Bible,text,,So now a new door has opened for the ministry in what are essentially new circumstances and new places.,,True,Alaran
67387c1c45317b996fc3f0ce,annotations,,Dúró Orímóògùnjẹ́ nìkan ni ọmọ tí Àdùnní bé.,,Bible,text,,Only the child of Addnini stood alone in Orimomojunj.,,True,Alaran
67387c1c45317b996fc3f0d2,annotations,,"Wọ́n ṣọṣẹ́ gan-an; eéṣú ò tíì pọ̀ tó bẹ́ẹ̀ rí, wọn ò sì ní pọ̀ tó bẹ́ẹ̀ mọ́ láé.",,Bible,text,,"It was extremely severe; never before had there been so many locusts, nor would there ever be so many again.",,True,Alaran
67387c1c45317b996fc3f0f7,annotations,,ó ga lára ẹ̀! .,,Bible,text,,he is high on you.,,True,Alaran
67387c1c45317b996fc3f0f8,annotations,,Mo fẹ́ràn rẹ   Eré tí ó yanilẹ́nu pẹ̀lú ẹ̀rín àrín tàkìtì àti eré ṣíṣe tí ó dára.,,Bible,text,,Loved it!  A wonderfully refreshing movie with humor and great acting.,,True,Alaran
67387c1c45317b996fc3f104,annotations,,"Nígbà tí áńgẹ́lì náà wọlé, ó sọ fún un pé: Mo kí ọ o, ìwọ ẹni tí a ṣojúure sí gidigidi, Jèhófà wà pẹ̀lú rẹ.",,Bible,text,,"And coming in, the angel said to her: Greetings, you highly favored one, Jehovah is with you.",,True,Alaran
67387c1c45317b996fc3f112,annotations,,"Wọ́n mú tọkọtaya yìí ní July 30, 2018 ní ìlú Kamchatka, àmọ́ wọ́n fi wọ́n sílẹ̀ ní August 9,.",,Bible,text,,"The couple was arrested on July 30, 2018, in Kamchatka and were released on August 9,.",,True,Alaran
67387c1c45317b996fc3f121,annotations,,"Àmọ́ ẹ ti pinnu pé ẹ máa parọ́ fún mi, ẹ sì máa tàn mí jẹ títí dìgbà tí nǹkan fi máa yí pa dà.",,Bible,text,,But you have agreed to tell me something false and deceitful until the situation changes.,,True,Alaran
67387c1c45317b996fc3f125,annotations,,"Cameroon, Tanzania, Uganda, Ethiopia, Nigeria, àti Benin ti ní Ìtìpa Ẹ̀rọ-ayélujára, ìjọba ti fi owó-orí lé lílo búlọ́ọ̀gù àti ẹ̀rọ-alátagbà, wọ́n sì ti fi ọwọ́ ṣìgún òfin mú oníròyìn.",,Bible,text,,"Cameroon, Tanzania, Uganda, Ethiopia, Nigeria, and Benin have had a cybercrime, the government has imposed a tax on the use of blogs and internet, and they have arrested journalists in violation of the law.",,True,Alaran
67387c1c45317b996fc3ef29,annotations,,Ìgbà náà ni Dáfídì sọ fún un pé: Kí ló dé tí ẹ̀rù ò fi bà ọ́ láti gbé ọwọ́ rẹ sókè láti pa ẹni àmì òróró Jèhófà.,,Bible,text,,Then David said to him: Why did you not fear to lift your hand to do away with the anointed of Jehovah.,,True,Alaran
67387c1c45317b996fc3ef4a,annotations,,Gbogbo aṣọ ọrùn rẹ̀ ló ti di jọwọ̀lọ̀ ọ̀gẹ̀dẹ̀.,,Bible,text,,All his neck clothes have become like bananas.,,True,Alaran
67387c1c45317b996fc3ef9d,annotations,,"Síbẹ̀, Àjọ Olùkọ́ni Ifásitìi Nàìjíríà kọ ẹ̀yìn sí ìwé àbá yìí, wọ́n ní ó kọ iyán àwọn kéré, nítorí ó kọjú ìjà sí àwọn olùkọ́ àti wípé ó yẹpẹrẹ àṣẹ àti agbára ilé ẹ̀kọ́ gíga.",,Bible,text,,"However, the Nigeria University Teachers Association rejects this proposal, saying it is against the will of the minority, because it opposes the teachers and that it ignores the authority and power of the higher education institution.",,True,Alaran
67387c1c45317b996fc3efa2,annotations,,Wò ó! Gbogbo ilẹ̀ náà pátá wà níwájú rẹ.,,Bible,text,,See! The entire land is before you.,,True,Alaran
67387c1c45317b996fc3eff0,annotations,,kí ẹ máa sapá lójú méjèèjì láti pa ìṣọ̀kan ẹ̀mí mọ́ nínú ìdè ìrẹ́pọ̀ àlàáfíà.,,Bible,text,,earnestly endeavoring to maintain the oneness of the spirit in the uniting bond of peace.,,True,Alaran
67387c1c45317b996fc3f083,annotations,,"TA: Nígbà tí ilé ẹjọ́ sọ bẹ́ẹ̀, mo gbà lọ́kàn ara mi pé tó bá pọn dandan, màá lo ọdún márùn-ún tí wọ́n dá fún mi pé.",,Bible,text,,"TA: When the court announced its decision, I resigned myself to accept the fact that I will have to serve the full term if necessary.",,True,Alaran
67387c1c45317b996fc3f0a6,annotations,,O sì ti wá jẹ́ kí n mọ ohun tí a béèrè lọ́wọ́ rẹ; O ti jẹ́ ká mọ ohun tó ń da ọba láàmú.,,Bible,text,,And now you have made known to me what we requested of you; You have made known to us the concern of the king.,,True,Alaran
67387c1c45317b996fc3ef60,annotations,,"Mo rí i pé ọwọ́ Jèhófà la wà, òun ló sì ń bójú tó wa.",,Bible,text,,I saw that Jehovah had everything under control.,,True,Alaran
67387c1c45317b996fc3ee7b,annotations,,Dalung: Eagles yóò ṣe dáadáa nífẹsẹ̀wọnsẹ̀ wọn yòókù.,,Bible,text,,Eagles will do well in subsequent matches – Dalung.,,True,Alaran
67387c1c45317b996fc3ee40,annotations,,"Àwọn ará Kálídíà tó ń bá ìlú yìí jà máa wọlé wá, wọ́n á sọ iná sí i, wọ́n á sì sun ún kanlẹ̀ pẹ̀lú àwọn ilé tí àwọn èèyàn náà ti ń rú ẹbọ lórí òrùlé wọn sí Báálì, tí wọ́n sì ti ń da ọrẹ ohun mímu sí àwọn ọlọ́run míì láti mú mi bínú.",,Bible,text,,And the Chal·deʹans fighting against this city will come in and set this city on fire and burn it down along with the houses on whose roofs the people offered sacrifices to Baʹal and poured out drink offerings to other gods to offend me.,,True,Alaran
67387c1c45317b996fc3ee60,annotations,,"Lẹ́yìn tí wọ́n lo wákàtí mẹ́ta péré lẹ́nu ìgbẹ́jọ́ náà, ilé ẹjọ́ sún ẹjọ́ náà síwájú.",,Bible,text,,The court adjourned after only three hours.,,True,Alaran
67387c1c45317b996fc3ee72,annotations,,Ọ̀gá rẹ̀ sì rí i pé Jèhófà wà pẹ̀lú rẹ̀ àti pé Jèhófà ń mú kí gbogbo ohun tó ń ṣe yọrí sí rere.,,Bible,text,,And his master saw that Jehovah was with him and that Jehovah was making everything that he did successful.,,True,Alaran
67387c1c45317b996fc3ee89,annotations,,"Àmọ́ ní sáà kejì ìdíje náà, Kamaru tó ti rẹkẹ Masvidal fi akọ hàn tó sì lù ú ní àlùbami.",,Bible,text,,"However, in the second half of the match, Kamaru, who was close to Masvidal, showed his courage and beat him in the head.",,True,Alaran
67387c1c45317b996fc3ee39,annotations,,Ó sì tún fi han gbangbagbàngbà pé Beijing ni a ti ṣe ọtíi wáìnì náà tí ó ní ìdá 64 iye ọtí-líle nínú tí ó sì ti wà nílé ìtajà fún ọdún mẹ́tadínlọ́gbọ̀n.,,Bible,text,,"And he also revealed that the wine has been made in Beijing, which contains 64 percent alcohol and has been in stores for twenty-seven years.",,True,Alaran
67387c1c45317b996fc3ee3a,annotations,,Ó dájú pé gbogbo àwọn tó bá gbé e máa fara pa yánnayànna; gbogbo orílẹ̀-èdè ayé sì máa kóra jọ láti gbéjà kò ó.,,Bible,text,,All those who lift it are sure to be severely injured; and all the nations of the earth will be gathered against her.,,True,Alaran
67387c1c45317b996fc3ee41,annotations,,Àwọn Ohun-àmúlò ti Awon Akópa Filé.,,Bible,text,,Participant Recommended Resources.,,True,Alaran
67387c1c45317b996fc3ee4c,annotations,,"Màá sọ ohun tí Júdà àti Jerúsálẹ́mù ń gbèrò di asán ní ibí yìí, màá jẹ́ kí àwọn ọ̀tá fi idà pa wọ́n, màá sì jẹ́ kí àwọn tó fẹ́ gba ẹ̀mí wọn rí wọn pa.",,Bible,text,,"I will thwart the plans of Judah and Jerusalem in this place, and I will make them fall by the sword before their enemies and by the hand of those seeking to take their life.",,True,Alaran
67387c1c45317b996fc3ee4d,annotations,,Abala keje.,,Bible,text,,Article 7.,,True,Alaran
67387c1c45317b996fc3ee6b,annotations,,"Mú un, kí o máa lọ, kó sì di ìyàwó ọmọ ọ̀gá rẹ, bí Jèhófà ṣe sọ.",,Bible,text,,"Take her and go, and let her become a wife to the son of your master, just as Jehovah has spoken.",,True,Alaran
67387c1c45317b996fc3ee6f,annotations,,"Nítorí náà, ó bá a pa dà lọ kí ó lè jẹun, kí ó sì mu omi.",,Bible,text,,So he went back with him to eat bread and drink water in his house.,,True,Alaran
67387c1c45317b996fc3ee78,annotations,,"Ẹ̀wẹ̀, Sergio Aguero náà dara pọ̀ mọ́ wọn, ṣùgbọ́n kò kópa látàrí ìfarapa tí ó ní.",,Bible,text,,"Also, present but not participating was City striker Sergio Aguero, who has been sidelined with a knee injury recently.",,True,Alaran
67387c1c45317b996fc3ee86,annotations,,"Nígbà náà, Jóábù sọ fún ọmọ Kúṣì kan pé: Lọ sọ ohun tí o rí fún ọba, Ni ọmọ Kúṣì náà bá tẹrí ba fún Jóábù, ó sì sáré lọ.",,Bible,text,,"Then Joʹab said to a Cushʹite: Go, tell the king what you have seen, At that the Cushʹite bowed to Joʹab and ran off.",,True,Alaran
67387c1c45317b996fc3ee93,annotations,,"Ọmọ èèyàn, ṣebí ilé Ísírẹ́lì tí wọ́n jẹ́ ọlọ̀tẹ̀ ilé bi ọ́ pé, Kí lò ń ṣe.",,Bible,text,,"Son of man, did not the house of Israel, the rebellious house, ask you, What are you doing.",,True,Alaran
67387c1c45317b996fc3ee97,annotations,,"Lónìí, àwọn iṣẹ́ tí ó ju ẹgbẹẹgbẹ̀rún-lọ́nà-ẹgbẹ̀rún.",,Bible,text,,"Today, the CC licenses and public domain tools are used on more than.",,True,Alaran
67387c1c45317b996fc3eea2,annotations,,"Nítorí náà, a kò juwọ́ sílẹ̀, kódà bí ẹni tí a jẹ́ ní òde bá tilẹ̀ ń joro, ó dájú pé ẹni tí a jẹ́ ní inú ń di ọ̀tun láti ọjọ́ dé ọjọ́.",,Bible,text,,"Therefore, we do not give up, but even if the man we are outside is wasting away, certainly the man we are inside is being renewed from day to day.",,True,Alaran
67387c1c45317b996fc3eea7,annotations,,"Orúkọ obìnrin ọmọ Mídíánì tí wọ́n pa ni Kọ́síbì ọmọ Súúrì tó jẹ́ olórí àwọn agbo ilé, ní ìdílé kan ní Mídíánì.",,Bible,text,,The name of the Midʹi·an·ite woman who was put to death was Cozʹbi the daughter of Zur; he was a leader of the clans of a paternal house in Midʹi·an.,,True,Alaran
67387c1c45317b996fc3eebb,annotations,,Ti Ásáfù.,,Bible,text,,Of Aʹsaph.,,True,Alaran
67387c1c45317b996fc3eec4,annotations,,"Yobo wá yànàná ìdojúkọ tí ikọ̀ ọ̀hún kojú ní ẹ̀ka agbábọ́ọ̀lù aṣólé, pé ikọ̀ náà yóò la ìdojúkọ ọ̀hún kọjá tí wọn yóò sì fakọyọ lórílẹ̀-èdè Russia.",,Bible,text,,Yobo said he was of the opinion that the challenge in the goalkeeping aspect would be overcome and the team would do the nation proud in Russia.,,True,Alaran
67387c1c45317b996fc3eec0,annotations,,"Ìgbà náà ni Jèhófà bá wòlíì Jeremáyà sọ̀rọ̀, ó ní.",,Bible,text,,"Then the word of Jehovah came to Jeremiah the prophet, saying.",,True,Alaran
67387c1c45317b996fc3eec8,annotations,,"Ẹ gbé, ẹ̀yin akọ̀wé òfin àti Farisí, ẹ̀yin alágàbàgebè!  torí pé ẹ dà bí àwọn sàréè tí wọ́n kùn lẹ́fun, tí wọ́n rẹwà níta lóòótọ́, àmọ́ tó jẹ́ pé àwọn egungun òkú èèyàn àti onírúurú ohun àìmọ́ ló kún inú wọn.",,Bible,text,,"Woe to you, scribes and Pharisees, hypocrites! because you resemble whitewashed graves, which outwardly indeed appear beautiful but inside are full of dead mens bones and of every sort of uncleanness.",,True,Alaran
67387c1c45317b996fc3eeca,annotations,,"Áhímáásì ké sí ọba pé: Àlàáfíà ni! Ó tẹrí ba fún ọba, ó sì dojú bolẹ̀.",,Bible,text,,A·himʹa·az then called out to the king: All is well! With that he bowed to the king with his face to the ground.,,True,Alaran
